ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,isOK,ori.tgt,mut.tgt
"Beyond UNHCR's response, the situation called for the commitment of donors, especially to strengthen protection staff in the region.
","Beyond UNHCR 's response , the situation called for the commitment of donors , especially to strengthen protection staff in the region . ","Beyond UNHCR's response, the situation did not call for the commitment of donors, especially to strengthen protection staff in the region.
","Beyond UNHCR 's response , the situation did not call for the commitment of donors , especially to strengthen protection staff in the region . ",positive,['called'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25","除了难民署的反应外，形势要求捐助国作出承诺，特别是要加强该地区的保护工作人员。
",staff-18,UNv1,1,"除了难民署的反应外,这种情况要求捐助者作出承诺,特别是加强该地区的保护工作人员。","除了难民署的反应外,这种情况并不要求捐助方作出承诺,特别是加强该地区的保护工作人员。"
"All three proposals are designed to take advantage of short-term interest rates, which currently and historically have been lower than long-term rates.
","All three proposals are designed to take advantage of short - term interest rates , which currently and historically have been lower than long - term rates . ","All three proposals are not designed to take advantage of short-term interest rates, which currently and historically have been lower than long-term rates.
","All three proposals are not designed to take advantage of short - term interest rates , which currently and historically have been lower than long - term rates . ",positive,['designed'],MUTATED,"0-0,1-1,2-2,3-3,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29","所有三项提议都要利用短期利率，短期利率目前和历史上都低于长期利率。
",term-25,UNv1,1,"所有这三项提议都旨在利用短期利率,而短期利率目前和历史上一直低于长期利率。","所有这三项提议都不是为了利用短期利率,因为短期利率目前和历史上都低于长期利率。"
"In addition, a new global service delivery model, if adopted by the General Assembly, could affect requirements in terms of the number, skills and location of staff.
","In addition , a new global service delivery model , if adopted by the General Assembly , could affect requirements in terms of the number , skills and location of staff . ","In addition, a new global service delivery model, if adopted by the General Assembly, could not affect requirements in terms of the number, skills and location of staff.
","In addition , a new global service delivery model , if adopted by the General Assembly , could not affect requirements in terms of the number , skills and location of staff . ",positive,['affect'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33","此外，新的全球服务提供模式如获得大会通过，可能影响到对工作人员数目、技能和所在地点的要求。
",term-21,UNv1,1,"此外,如果大会通过新的全球服务提供模式,就可能影响到对工作人员人数、技能和地点的要求。","此外,新的全球服务提供模式如获大会通过,不会影响对工作人员人数、技能和地点的要求。"
"Before broaching the subject of this lecture, I should like to recall that the discoveries of radium and of polonium were made by
","Before broaching the subject of this lecture , I should like to recall that the discoveries of radium and of polonium were made by ","Before broaching the subject of this lecture, I should not like to recall that the discoveries of radium and of polonium were made by
","Before broaching the subject of this lecture , I should not like to recall that the discoveries of radium and of polonium were made by ",positive,['like'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25","在开始讨论这次演讲的话题之前，我还想回忆一下，镭和钋发现是皮埃尔·居里与我合作完成的。
",subject-3,um,1,"在讨论这次演讲的主题之前,我谨回顾,发现放射性和的有:","在讨论这次演讲的主题之前,我不想回顾,发现放射性和的有:"
"we are not informed of the date for the test in advance
",we are not informed of the date for the test in advance ,"we are informed of the date for the test in advance
",we are informed of the date for the test in advance ,negative,['informed'],MUTATED,"0-0,1-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11","1. 我们没有预先被告知此次试验日期
",date-6,cwmt,1,我们事先未被告知试验日期,事先通知我们试验的日期。
"106. At the 45th meeting, on 28 July, on the proposal of the President, the Council took note of a number of documents considered in connection with the question of cartography.
","106 . At the 45th meeting , on 28 July , on the proposal of the President , the Council took note of a number of documents considered in connection with the question of cartography . ","106. At the 45th meeting, on 28 July, on the proposal of the President, the Council did not take note of a number of documents considered in connection with the question of cartography.
","106 . At the 45th meeting , on 28 July , on the proposal of the President , the Council did not take note of a number of documents considered in connection with the question of cartography . ",positive,['took'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36,35-37,36-38","106. 7月28日，第45次会议，根据主席的提议，理事会表示注意到就制图问题所审议的文件。
",note-21,UNv1,1,"106. 7月28日,第45次会议,根据主席的提议,理事会注意到所审议的与制图问题有关的若干文件。","106. 7月28日第45次会议,根据主席的提议,理事会未注意到所审议的与制图问题有关的若干文件。"
"UNHCR is also developing an e-learning course on diversity, which includes disabilities, to be available to all UNHCR staff.
","UNHCR is also developing an e - learning course on diversity , which includes disabilities , to be available to all UNHCR staff . ","UNHCR is not also developing an e-learning course on diversity, which includes disabilities, to be available to all UNHCR staff.
","UNHCR is not also developing an e - learning course on diversity , which includes disabilities , to be available to all UNHCR staff . ",positive,['developing'],MUTATED,"0-0,1-1,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25","难民署也正在开发关于包括残疾人在内多样性的电子教学课程，提供给所有难民署工作人员。
",staff-22,UNv1,-2,"难民署还正在开发一个关于多样性(包括残疾)的电子学习课程,供难民署所有工作人员使用。","难民署也没有开发一个包括残疾在内的多样性电子学习课程,供难民署所有工作人员使用。"
"In the Law of the People's Republic of China on Ethnic Regional Autonomy, 13 articles specify the duties of the state organs at higher levels to help the ethnic autonomous areas with their development.
","In the Law of the People 's Republic of China on Ethnic Regional Autonomy , 13 articles specify the duties of the state organs at higher levels to help the ethnic autonomous areas with their development . ","In the Law of the People's Republic of China on Ethnic Regional Autonomy, 13 articles do not specify the duties of the state organs at higher levels to help the ethnic autonomous areas with their development.
","In the Law of the People 's Republic of China on Ethnic Regional Autonomy , 13 articles do not specify the duties of the state organs at higher levels to help the ethnic autonomous areas with their development . ",positive,['specify'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36,35-37,36-38,37-39","《中华人民共和国民族区域自治法》中，有十三条规定了上级国家机关帮助民族自治地方发展的义务。
",organ-23,cwmt,-2,"在《中华人民共和国民族区域自治法》中,有13条具体规定了国家高一级机关帮助民族自治区发展的职责。","在《中华人民共和国民族区域自治法》中,有13条没有具体规定国家高一级机关帮助民族自治区发展的职责。"
"Environmentalists said the ruling now proved America would act on climate change.
",Environmentalists said the ruling now proved America would act on climate change . ,"Environmentalists did not say the ruling now proved America would act on climate change.
",Environmentalists did not say the ruling now proved America would act on climate change . ,positive,['said'],MUTATED,"0-0,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15","省政府明确，金融资源将向平潭综合实验区适度倾斜。
",change-11,cwmt,1,"环境主义者说,裁决现在证明 美国将采取行动应对气候变化。",环保主义者并没有说裁决现在证明美国会采取行动应对气候变化。
"Our current business product is the skills, experience, professionalism, loyalty, and dedication of our professional staff.
","Our current business product is the skills , experience , professionalism , loyalty , and dedication of our professional staff . ","Our current business product is not the skills, experience, professionalism, loyalty, and dedication of our professional staff.
","Our current business product is not the skills , experience , professionalism , loyalty , and dedication of our professional staff . ",positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22","我公司提供的产品是：技能、经验、专业服务、忠诚、以及富于奉献精神的专业化员工队伍。
",staff-19,cwmt,1,我们目前的商业产品是我们专业工作人员的技能、经验、专业精神、忠诚和献身精神。,我们目前的商业产品不是我们专业工作人员的技能、经验、专业精神、忠诚和献身精神。
"158. BCEAO attached to its letter a table containing a list of 10 banks at which individuals under targeted sanctions had bank accounts.
",158 . BCEAO attached to its letter a table containing a list of 10 banks at which individuals under targeted sanctions had bank accounts . ,"158. BCEAO did not attach to its letter a table containing a list of 10 banks at which individuals under targeted sanctions had bank accounts.
",158 . BCEAO did not attach to its letter a table containing a list of 10 banks at which individuals under targeted sanctions had bank accounts . ,positive,['attached'],MUTATED,"0-0,1-1,2-2,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27","158. 西非央行的来信附有一份表格，其中列有受定向制裁的个人开设了账户的10家银行。
",bank-14,UNv1,-2,"158. 西非央行在信后附上一份表格,其中载有受定向制裁的个人在其中拥有银行账户的10家银行的名单。",158. 西非央行没有在其信函中附上载有受定向制裁的个人有银行账户的10家银行名单的表格。
